step, bot.name, bot.movementDirection, bot.linearVelocity, bot.joints
29,Bot4,(0.978075, 0.208251),(17.21988, 10.32241),Bot2,Bot3,
29,Bot5,(0.959583, -0.281428),(44.37552, -57.27004),
29,Bot6,(-0.935939, 0.352163),(12.12532, 153.7224),
29,Bot7,(-0.327402, -0.944885),(-100.9602, 2.483449),
29,Bot8,(0.395602, -0.918422),(65.84985, -124.3984),
29,Bot9,(-0.302708, -0.953083),(-66.71018, 9.798072),
29,Bot10,(0.930747, -0.365665),(23.69582, -211.433),
29,Bot11,(0.998534, -0.054124),(-13.74511, 2.916675),
29,Bot12,(0.959521, -0.281637),(6.597964, -70.19401),
30,Bot1,(-0.87002, -0.493017),(10.83918, 21.7282),Bot2,Bot3,
30,Bot2,(-0.456581, 0.889682),(22.84417, 7.629428),Bot1,Bot4,
30,Bot3,(-0.963841, -0.266477),(-44.35835, 14.28729),Bot1,Bot4,
30,Bot4,(0.978075, 0.208251),(7.351272, 16.56168),Bot2,Bot3,
30,Bot5,(0.959583, -0.281428),(54.10744, -61.12848),
30,Bot6,(-0.935939, 0.352163),(3.026039, 155.7755),
30,Bot7,(-0.327402, -0.944885),(-33.33082, -13.31179),
30,Bot8,(0.395602, -0.918422),(70.84866, -132.7946),
30,Bot9,(-0.302708, -0.953083),(-70.54355, -0.232192),
30,Bot10,(0.930747, -0.365665),(33.40829, -213.8662),
30,Bot11,(0.998534, -0.054124),(-11.14343, 3.646473),
30,Bot12,(0.959521, -0.281637),(16.69756, -73.81484),
31,Bot1,(-0.87002, -0.493017),(7.457198, 16.7319),Bot2,Bot3,
31,Bot2,(-0.456581, 0.889682),(13.84241, 9.189626),Bot1,Bot4,
31,Bot3,(-0.963841, -0.266477),(-41.84605, 12.84302),Bot1,Bot4,
31,Bot4,(0.978075, 0.208251),(-1.838639, 22.26503),Bot2,Bot3,
31,Bot5,(0.959583, -0.281428),(64.09621, -64.71221),
31,Bot6,(-0.935939, 0.352163),(-6.426132, 157.8738),
31,Bot7,(-0.327402, -0.944885),(0.288556, -27.95218),
31,Bot8,(0.395602, -0.918422),(75.59441, -141.3618),
31,Bot9,(-0.302708, -0.953083),(-74.13371, -10.6198),
31,Bot10,(0.930747, -0.365665),(43.37441, -216.0328),
31,Bot11,(0.998534, -0.054124),(-8.732207, 4.064514),
31,Bot12,(0.959521, -0.281637),(27.10061, -77.1697),
32,Bot1,(-0.87002, -0.493017),(2.654381, 10.83001),Bot2,Bot3,
32,Bot2,(-0.456581, 0.889682),(2.787648, 9.321432),Bot1,Bot4,
32,Bot3,(-0.963841, -0.266477),(-39.44636, 11.20193),Bot1,Bot4,
32,Bot4,(0.978075, 0.208251),(-10.18199, 27.39029),Bot2,Bot3,
32,Bot5,(0.959583, -0.281428),(74.26311, -68.0582),
32,Bot6,(-0.935939, 0.352163),(-16.20316, 159.9826),
32,Bot7,(-0.327402, -0.944885),(19.65314, -32.36745),
32,Bot8,(0.395602, -0.918422),(80.11756, -150.0423),
32,Bot9,(-0.302708, -0.953083),(-77.51114, -21.26565),
32,Bot10,(0.930747, -0.365665),(53.51572, -217.9746),
32,Bot11,(0.998534, -0.054124),(-6.605077, 4.426302),
32,Bot12,(0.959521, -0.281637),(37.71823, -80.29498),
